id,platform,city,text,objective_criteria,subjective_criteria,openness,annotator,split
抖音_187,抖音,深圳,"大部分人理解的深圳本地人是深圳原住民，这些人有老宅或土地，现在基本都是包租公或者移民了。
在深圳出生的不见得是原住……我也买了房、入了户、拍了牌、儿子也在深圳出生、上学……但基本不会说自己是深圳人，更别说深圳本地人了。",Family Heritage; Property/Assets,,Restrictive,merged,annotated
抖音_188,抖音,深圳,那你就不要听风就是雨呀，他父母早来在深圳并不代表他是本地人，我可以向你99%的保证，深圳的本地人几乎不会去企业打工，大部分都是在街道办上班，或者在村里面当保安，当保安并不是说他们有多低的文化，而且是他们不上班就没有红分，深圳的本地人一定要工作。,Family Heritage; Property/Assets,,Neutral,merged,annotated
抖音_189,抖音,深圳,啥是本地人都不理解，本地人是指人家祖辈就在这里有地的人才叫本地人。有钱应该怎么定义呢，生活方式富足是99%本地人的现状，应该说三十年前生活就很富足了。九几年的时候他们就冰箱空调洗衣机啥都齐全了，家里全是小洋房。家里常备高端海鲜干货，吃的零食大部分是香港那边买的，小孩也很多零钱花。比现在的很多人都要好很多。而现在我就没见哪个本地人家里没房子出租的。,Family Heritage; Property/Assets,,Neutral,merged,annotated
抖音_190,抖音,深圳,[抠鼻]其实很好理解，一般我们叫本地人都是深圳土著，和东莞土著一样，有自己的原始股份制（证书本子）+自己的楼收租，不过东莞市和深圳市2000年还是2006年新生儿没有股份了，都是继承制（这两年听说要改革了）,Family Heritage; Property/Assets,,Neutral,merged,annotated
抖音_191,抖音,深圳,来的早不是本地人、在这里出生也不算、有房也不算、在这里有单位工作的也不是。真正的深圳本地人是原始的（有田有地、也有的是下海蚝民鱼民、有自己的自建房也有村股民分红）。我家几辈子都是这里种田的哦！是本地人也没什么好羡慕的、只是刚好开发了这片土地。我们只是有幸生长在这块热土上。但我从未懒惰过、依然努力打拼只为提升自己的价值观。也为了未雨绸缪。,Family Heritage; Property/Assets,,Neutral,merged,annotated
抖音_192,抖音,深圳,只能说你对深圳有一定的了解，但不多。你说的深圳本地人指的是深二代深三代，不算深圳真正的本地人（原住民），深圳本地人家里都有宅基地、有股份分红，就是不需要工作靠分红、收租生活就可以过得很好了。你可以到福田的上沙、下沙、皇岗村，南山的白石洲里面转转，村里都有祠堂、村里统一姓氏。,Family Heritage; Property/Assets,,Restrictive,merged,annotated
抖音_193,抖音,深圳,深二代会觉得自己是深圳人，深一代不会，我爸在深圳几十年，买了房，依然觉得根在老家,Family Heritage,,Neutral,merged,annotated
抖音_194,抖音,深圳,说得好，即使在深圳有房有车，但是没有人情味，就没有归属感。,,Community; Belonging,Neutral,merged,annotated
抖音_195,抖音,深圳,没车没房不是深圳人，只是在深圳打工的而已,Property/Assets,,Neutral,merged,annotated
抖音_196,抖音,深圳,很难有那种归属感你没有亲戚在这边很冷清你现在的朋友不一定能跟你一样一直在这里长住最后还是你一个人,,Community; Belonging,Neutral,merged,annotated
抖音_197,抖音,深圳,虽然买了房，定居了十来年，我还是湖北人，但孩子坚持她是深圳人，教了很多遍，一直强调，我们是湖北人，孩子还是觉得她出生生长的深圳才是她的家乡，可能要到下一代，孩子们才会有归属感吧,Birth/Upbringing,Self-ID; Belonging,Neutral,merged,annotated
抖音_198,抖音,深圳,在深圳三十一年了，有车有房也落户在深圳，但是有人问我是哪里人，会很自然的说:“我是湖南人”,Family Heritage,Self-ID,Neutral,merged,annotated
抖音_199,抖音,深圳,"来了就是“深圳人”
除了买了有房，还得有辆粤B的车
还得落户！
这说明，你得有钱，还得有学历！
以上都没有，
那么你来了就是来建设深圳的人！
或是来深圳打工的人！",Legal/Admin; Property/Assets,,Restrictive,merged,annotated
抖音_200,抖音,深圳,我来深圳二十年了 没觉得是深圳人 09年买的商品房 也是深户 就感觉不到自己属于这个城市,,Belonging,Restrictive,merged,annotated
抖音_201,抖音,深圳,我深圳也有房，但我不是深圳人，我儿子算是吧，因为他生在深圳长在深圳，而深圳水土又没养育我[呲牙],Birth/Upbringing; Property/Assets,,Neutral,merged,annotated
抖音_202,抖音,深圳,跟着爸妈从小生活在深圳，不管去了哪里都觉得深圳好，深圳就是我的根，我爱深圳[比心]，其实深圳人所是很有人情味的，热情好客，可能你遇到的都是个别没用归属感的人吧。,Birth/Upbringing,Self-ID; Belonging,Neutral,merged,annotated
抖音_203,抖音,深圳,额，从小来深圳也没忘记我老家，别人问我是哪里人，反正不是深圳人,Family Heritage,Self-ID,Neutral,merged,annotated
抖音_204,抖音,深圳,来深六年，户口是深圳了，房子也在深圳买了，想法跟深蓝色衣服那个大叔一样，这是个没什么人情味的地方，没觉得自己是深圳人[泪奔],,Self-ID; Belonging,Neutral,merged,annotated
抖音_205,抖音,上海,老人说的“去上海”，是指“去上海（县）”，以前大家都是县。,Intra-city Region,,Neutral,merged,annotated
抖音_206,抖音,上海,祖籍上海310,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_207,抖音,上海,本地人和市区的生活习惯有很大不同，比如逢年过节，市区人喜欢去老字号排队买特产，什么八宝饭汤圆青团熟菜等，本地人习惯自己起灶台自己做，且是从0开始，比如八宝饭，自己做豆沙，当然，殊途同归，最后是同一口猪油八宝饭,,Culture,Neutral,merged,annotated
抖音_208,抖音,上海,市区也有“本地”人的，比如南市老城厢，,Intra-city Region,,Neutral,merged,annotated
抖音_209,抖音,上海,"有三个地方可以称为上海，
1. 上海镇，原上海县治所，1928年称为沪南区，后来的南市区（310102），现已并入黄浦区（310101）；
2. 上海县（310221），今闵行区（310112）；
3. 上海市（310），曾用名淞沪市。
狭义的上海指的是上海镇，广义的上海就是上海市。",Intra-city Region,,Neutral,merged,annotated
抖音_210,抖音,上海,对我来说只分语言不分地区，只要讲上海话的我都当他上海人,,Language,Inclusive,merged,annotated
抖音_211,抖音,上海,是的！但是上海江南籍贯看中籍贯是不是江南地区！只要江南籍贯不认同！没有团结，没有同胞情！对江南人来说非吴语区不是同胞[尬笑][尬笑],Intra-city Region; Family Heritage,Language,Restrictive,merged,annotated
抖音_212,抖音,上海,还有一个区别：有老多上海市区女人讲话都带嗲媚腔，本地女人讲话比较平稳,,Language,Neutral,merged,annotated
抖音_213,抖音,上海,我出生时 上海还没郊区，周围的所谓本地人，还不是上海的，58年才划归上海市！,Legal/Admin,,Neutral,merged,annotated
抖音_214,抖音,上海,本地人=土话[捂脸]我启东和崇明话讲的一样，我知道土话太老了，市区里讲的那个上海话其实是在土话的发音上靠近普通话的语法的[泪奔],,Language,Neutral,merged,annotated
抖音_215,抖音,上海,上海市区本地人和郊区本地人虽然都是土著，但市区本地人不认同郊区本地人都农耕文化，反而更加认同市区的海派文化，工业文明思维,,Culture,Neutral,merged,annotated
抖音_216,抖音,上海,中环内也有本地人，在龙华港，简称港口，属于徐汇区。我听祖辈说我们家是明末清初的时候来的上海，从那个时候开始一直居住在这里，所以我是户籍上海+310+籍贯上海的的本地人，这一片地方的老人还是都讲本地话。,Family Heritage; Legal/Admin,Language,Neutral,merged,annotated
抖音_217,抖音,上海,完全听不懂本地话的上海人说明祖籍非吴语区,Family Heritage,Language,Neutral,merged,annotated
抖音_218,抖音,上海,310105上海本地人，以前有宅基地,Property/Assets; Legal/Admin,,Neutral,merged,annotated
抖音_219,抖音,上海,有宅基地才叫本地人,Family Heritage; Property/Assets,,Restrictive,merged,annotated
抖音_220,抖音,上海,理论上来说，上海县区域是上海人，，后来宝山、嘉定、等很多县划归上海后就扩大。,Intra-city Region; Legal/Admin,,Neutral,merged,annotated
抖音_221,抖音,上海,"上海人是户籍+“文化”的概念，所以市区310是一直以来狭义的上海人，市区的上海人大部分祖籍是外地，少数祖籍上海。
郊区称为本地人，本地这词很准确，就是属于这片土地，这块地行政上是江苏时就是江苏人，划给上海了就是祖籍上海，但在上海成立和上海早期，郊区不是上海文化",Intra-city Region; Family Heritage; Legal/Admin,Culture,Neutral,merged,annotated
抖音_222,抖音,上海,以前也就上只角算上海，我说的是60/70年代。解放前那就更小了，也就英法租借区算上海,Intra-city Region,,Restrictive,merged,annotated
抖音_223,抖音,上海,所以郊区农民才是真正的上海人.其他都是外地的新上海人.,Intra-city Region,,Restrictive,merged,annotated
抖音_224,抖音,上海,还有一种，户籍上海，身份证不是（因为以前小孩是跟着母亲的而父亲是上海人母亲不是上海人），籍贯上海=上海人,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_225,抖音,上海,本地人不是上海人，10个郊县59年后才划归上海。祖籍南市+租界才是上海人，但现有材料是几乎无法佐证身份的。,Intra-city Region,,Restrictive,merged,annotated
抖音_226,抖音,上海,所以你才是正宗说上海话的“上海本地人”，城市扩张并进来的农转非的，是郊区本地人。 因为大家认为的某地级市/直辖市人，默认都是指讲市区话的市区本地人,Intra-city Region,Language,Neutral,merged,annotated
抖音_227,抖音,上海,祖籍不是上海的，统一叫新上海人，没毛病,Family Heritage,,Neutral,merged,annotated
抖音_228,抖音,上海,不愿意说上海话的310小孩子，不是上海人。愿意学点上海话，喜欢上海，落户的外地人，就是上海人。,Legal/Admin,Belonging; Language,Inclusive,merged,annotated
抖音_229,抖音,上海,会说上海话上海人只会说普通话新上海人，会说本地话，上海本地人,,Language,Neutral,merged,annotated
抖音_230,抖音,上海,最早的上海县，是元朝成立的，那时候应该是可以称为上海人了，自己去查查这个范围包括哪些地方吧,Intra-city Region; Legal/Admin,,Neutral,merged,annotated
抖音_231,抖音,上海,本地人跟本地人有区别的，真正的上海本土郊县人不包括五几年新划入的十县,Intra-city Region,,Restrictive,merged,annotated
抖音_232,抖音,上海,本地人（狭义）指原上海县人，衍生到浦东、宝山2地。,Intra-city Region,,Neutral,merged,annotated
抖音_233,抖音,上海,310已经定义不对了，98年前的可以这么定义，因为那时户口跟妈。上海几乎很少外嫁。现在户口无所谓，只要有一个就是310了，但是过年还是要回老家的，这种也算？也只是新上海人，人家根子上可不认自己上海人,Family Heritage,Self-ID; Belonging,Restrictive,merged,annotated
抖音_234,抖音,上海,不论身份证，不论籍贯，会说上海市区或本地话的即为上海人，上海人最重要的核心是认同上海的文化并引以为傲,,Culture; Belonging; Language,Inclusive,merged,annotated
抖音_235,抖音,上海,说到认同，本地人认同苏南浙北文化，与苏南浙北有身份认同感，而市区移民则与苏南浙北没有文化认同，毕竟祖上来自于不同文化背景的地区。苏南浙北移民除外。,Family Heritage,Culture; Belonging,Neutral,merged,annotated
抖音_236,抖音,上海,怎么可能，本地人面对市区的，都说自己去上海。一旦到了外地，哪个会说自己浙北，苏南，一律说自己上海人，连花桥的都要争一争是上海的。你要说郊区是乡下，他可能不和你生气，你要说他是浙北，苏南人，他骂你才是外地来的，祖上都说外地来的,Intra-city Region,Self-ID,Neutral,merged,annotated
抖音_237,抖音,上海,以后身份证310证明不了了 上户口本才能区分上海人和新上海人 我只信户口本,Legal/Admin,,Restrictive,merged,annotated
抖音_238,抖音,上海,沪籍➕310就应该是本地人了，沪籍➕310已经三四代了，难道要十八代才算本地人吗。祖籍是上海的，大部是58年并入的，也算本地人。本地人有城市居民有农村居民。这个就是全国乃至全世界标准。,Legal/Admin,,Inclusive,merged,annotated
抖音_239,抖音,上海,杨浦长大，在高行住过几年，平时开车到五角场，不堵车，20分钟，但每次我去五角场，小区里的本地阿姨爷叔都会说去上海啦[捂脸][捂脸][捂脸],Intra-city Region,,Neutral,merged,annotated
抖音_240,抖音,上海,不太对，我户籍上海310籍贯上海，但我只是上海人并不是本地人，我觉得只有嘉定奉贤南汇那些郊区的原住民才是上海本地,Intra-city Region,,Restrictive,merged,annotated
抖音_241,抖音,上海,本地人1958年之前祖祖辈辈都是江苏人，直到1958年之后上海扩市后才并入上海，他们不是上海的土著，确切的说只是江苏十县各自县的土著,Intra-city Region,,Restrictive,merged,annotated
抖音_242,抖音,上海,会说上海话的就是上海人,,Language,Inclusive,merged,annotated
抖音_243,抖音,上海,我310226 农业户口   拆迁户 家里一人一辆车（全沪牌）有社保 小白领 有农田（村里集中管理 ，年底打钱） ….市区同事：你们乡下人….（他住在昌里路老破小）,Intra-city Region; Property/Assets,,Restrictive,merged,annotated
抖音_244,抖音,上海,很多事情根本经不起推敲，比如很多人喜欢拿58年说事，那是否承认上海市前身是松江府？松江府下辖华亭县上海县，当时还没有江苏省，上海县范围包括现在的川沙南汇等地，都是清朝时期独立设县和上海县平级划入江苏省范围，从有“江苏省”开始算全上海都是江苏的，要是从有“上海市”开始算，从27年到58年，也就31年时间，27年为什么会有上海市？说白了不就是民国政府不愿意给外国人那么多地方当租界吗？所谓的市区人说白了就是给洋人当了31年奴才，市区有什么文化？连古语都丢了杂糅苏南浙北甚至安徽苏北方言形成了新的“上海话”，语言都不存在的地区你和我说文化？以血统论，从58年往前数三代，有几个“市区”人还敢拍胸脯说自己是纯正上海人？再往后数三代呢？,Family Heritage,Culture; Language,Neutral,merged,annotated
抖音_245,抖音,上海,上海人是上海人，上海人听不懂本地话，本地人能听懂上海话也说的了上海话，本地人还分东乡和西乡，在上海的本地人可能俗称是乡下人，乡下人真的挺好的，淳朴，节奏满，懂生活,Intra-city Region,Language,Neutral,merged,annotated
抖音_246,抖音,上海,最大的区别是一个去外地扫墓，一个在上海郊区扫墓！,Family Heritage,,Neutral,merged,annotated
抖音_247,抖音,上海,看户口吧，你户口在哪里[暗中观察],Legal/Admin,,Neutral,merged,annotated
抖音_248,抖音,上海,正宗上海人应该就是上海开埠以后第一批在租界定居的江浙人，包括当时从上海县划出的那块土地上的很少的一些村民。现在的那些所谓的上海土著当时根本就不是上海人，那是后来城市扩大后土地划归上海才变成了上海人。市区的上海话才是正宗的上海话，那是结合了江浙一带的一些方言（还包括一些外来的英语）形成的一种语言，和土语根本就毫无关系。,Intra-city Region,Language,Restrictive,merged,annotated
抖音_249,抖音,上海,阿古，不要哈七搭八，十六铺老南市的籍贯就是上海，老祖宗是宋朝的上海镇，隶属松江府，正宗上海人，不是移民的好伐[玫瑰],Intra-city Region; Family Heritage; Legal/Admin,,Restrictive,merged,annotated
抖音_250,抖音,上海,上海人都看籍贯的，籍贯是外地的，老上海不认的。,Family Heritage; Legal/Admin,,Restrictive,merged,annotated
抖音_251,抖音,上海,博主真的没有搞清楚！上海现在的宝山，崇明，南汇，奉贤，金山，青浦，嘉定，都是50年代逐步划进上海的！最早的上海人就是老城厢的上海人。,Intra-city Region,,Neutral,merged,annotated
抖音_252,抖音,上海,本地人是正宗上海人，祖祖辈辈上海的,Family Heritage,,Neutral,merged,annotated
抖音_253,抖音,上海,市区大部分苏北人,Intra-city Region,,Neutral,merged,annotated
抖音_254,抖音,上海,上海本地人祖辈大部分有土地,Family Heritage; Property/Assets,,Neutral,merged,annotated
抖音_255,抖音,上海,一定有区别，口音不一样，市区都是移民有祖籍，郊区一般都是祖籍上海,Family Heritage; Legal/Admin,Language,Neutral,merged,annotated
抖音_256,抖音,上海,上海人只有生长在老静安，卢湾，黄浦的一部分，虹口的一小部分，其余区域说的都说去上海，并非是光本地人说去上海。,Intra-city Region,,Neutral,merged,annotated
抖音_257,抖音,上海,我老师就是城皇庙附近老城厢的本地上海人，有三层私房。讲的是本地上海话。现在所谓的上海市区话，都是外地人学说的带原藉口音的上海话，就是江北腔或宁波腔洋泾浜上海话。,Intra-city Region; Property/Assets,Language,Restrictive,merged,annotated
抖音_258,抖音,上海,本地人是土著，上海人是老移民（一般指三代及以上），新上海人是新移民，另外，大部分七十以上的老移民会将不说上海话的新移民和外地人统统在心里默认为香窝宁,Family Heritage,Language,Neutral,merged,annotated
抖音_259,抖音,上海,1927年以前上海市区这些地方是江苏的一个县，叫上海县，然后在1927年上海县成为了上海特别市，新中国成立后，在1958年中央为了上海发展就把江苏的几个县全部划归给了上海市，也就是现在大家口中的上海郊区，虽然已经都是上海市了，但老一辈的习惯还是传承了下来，所以郊区人民去市区都叫去上海，因为1958年前确实是去上海。话说我们既然与江苏有这层关系在，为什么上海不能去参加苏超,Intra-city Region,,Neutral,merged,annotated
抖音_260,抖音,上海,本地人都不承认自己是上海的[捂脸] 说自己是松江人青浦人金山人南汇人虽然南汇都没了 她们才是真正的老上海人 我大学室友都是上海本地人 我市区的 都听不懂她们各个区方言[流泪]  她们互相之间也有点壁垒 但不多 市区的基本都是曾祖背外地迁移过来的  上海方言其实是市区方言吧[捂脸],Intra-city Region,Language,Neutral,merged,annotated
抖音_261,抖音,上海,上海话其实是上海官方话 只要是上海人 无论上海哪里 我说的是只要是上海人全能听懂 比如公交车报站 沪语报站 那个就是上海官方话 大家说的最多的上海话（沪语） 可本地话可不是啊 每个地方的本地他的方言每个地方都不一样 上海本地人无论哪里都能听懂上海话 可上海人对于每个地方的本地话能否听懂就不知道了[捂脸],,Language,Neutral,merged,annotated
抖音_262,抖音,上海,本地人也就近20年不到才叫出来了的，以前叫郊区人叫乡下人，乡下人以前叫市区的人叫江北人等，不管市区人或者郊区人统称叫外省人叫外地人[灵机一动][灵机一动][灵机一动],Intra-city Region,,Neutral,merged,annotated
抖音_263,抖音,上海,本地人，就是郊区老十区（嘉 宝 崇 松 青  奉 金  闵 南汇）很多人会说1958年前属于江苏的 是的，但是这块土地上的前辈已经可能生活了好几百年了（十几二十代人了）而老上海市区绝大多数都是三代前的移民,Intra-city Region; Family Heritage,,Neutral,merged,annotated
抖音_264,抖音,上海,公元751年，华亭县设立，这是上海地区最早的行政机构，位于今天的上海市松江区。1277年，松江府设立。其实上海一直都属于江苏省管辖，一直要到1927年才设立上海市，脱离江苏的管辖。本地人是世代生活在这片土地上的土著，如今的上海人大都是鸦片战争开埠后，迁徙而来的本地人和外地人组成。,Intra-city Region; Family Heritage,,Neutral,merged,annotated
抖音_265,抖音,上海,上海人看户口本，籍贯是其他省市的就是上海人，本地人籍贯就是上海某某郊区，另外上海人看不起本地人，有一种盲目的优越感,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_266,抖音,上海,结婚的，问下家里几套房，四套以上是本地人,Property/Assets,,Neutral,merged,annotated
抖音_267,抖音,上海,户口簿登记是1958年，登记填上上海户籍也未必祖上就是上海籍贯，除非拿出祖宗祀堂、祖坟和家谱来证明！当年有些老人没文化不识字连自己出生地、籍贯根本说不清楚,Family Heritage; Property/Assets,,Restrictive,merged,annotated
抖音_268,抖音,上海,问籍贯哪里就可以了呀,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_269,抖音,上海,"符合以下一个条件的都是正宗上海人：
1，1958年前有上海户口的人及其后代。
2，出身在上海，身份证310开头的。
3，入籍上海二十年以上，完全融入海派文化，会说一口流利的上海话，与江浙吴语区方言交流无障碍。",Family Heritage; Legal/Admin,Culture; Language,Inclusive,merged,annotated
抖音_270,抖音,上海,五代以内在上海就算纯上海人,Family Heritage,,Neutral,merged,annotated
抖音_271,抖音,上海,我听说 问一个人是不是上海人 只要回答是或者不是都不是上海人 只有给你解释上海人跟外地人区别的 才是真正上海人！,,Culture,Neutral,merged,annotated
抖音_272,抖音,上海,只要喜欢上海，会说上海话。认同上海文化，美食。就是正宗上海人。,,Culture; Belonging; Language,Inclusive,merged,annotated
抖音_273,抖音,上海,现在学校里310的孩子太多了，我只看那孩子听不听得懂上海话来判断,,Language,Neutral,merged,annotated
抖音_274,抖音,上海,给你普及个知识，把我读为阿拉的，祖上都不是上海的，东北除了少数民族，祖上都不是东北的,Family Heritage,Language,Neutral,merged,annotated
抖音_275,抖音,上海,除了硬件条件外，会上海话的才能算上海人。不会上海话的，硬件条件再好，也肯定不是上海人。,,Language,Restrictive,merged,annotated
抖音_276,抖音,上海,有宅基地的基本都是上海人,Family Heritage; Property/Assets,,Neutral,merged,annotated
抖音_277,抖音,上海,爷爷辈祖籍籍贯是上海的就是正宗上海人。籍贯看上三代,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_278,抖音,上海,"有上海户口，身份证310的是上海本土人
有上海户口，身份证不是310的是新上海人
但是说到“正宗”二字，本就是带着高高在上的心理优势，博主说的在郊县有宅基地这个人群被称之为“乡下人”（我只是陈述事实）也就是上海本地人，原住民，早些年他们去市区都说“去上海”，所以不存在心理优势，和正宗不搭界！",Legal/Admin,,Neutral,merged,annotated
抖音_279,抖音,上海,有1927年上海特别市户口本的就是老上海人其他新上海人,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_280,抖音,上海,能说上海话的，或者努力学说上海话的，都是上海人[呲牙][赞],,Language,Inclusive,merged,annotated
抖音_281,抖音,上海,看户口本籍贯怎么写的，就知道是不是真宗上海人了,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_282,抖音,上海,哪里有正宗上海人之说，郊区本地人有几家几户有族谱有祖祠的？上海人寻根溯源大部分都是江苏，浙江迁徙上海的。上海就是融合性人群的城市，曾经是现在也是。你非要说正宗上海人，按解放后来说，郊区是不是后面划进上海的的呢？我爷爷奶奶说自己上海人的时候郊区的人还是江苏人呢!也就是因为后划入上海，郊区以前去市区都是说去上海的。总之一没族谱祖祠，二比市区后划入上海，三对上海的认同感没有。你凭什么信誓旦旦说郊区本地人是正宗上海人呢？,Family Heritage; Legal/Admin,Belonging,Neutral,merged,annotated
抖音_283,抖音,上海,其实很简单，籍贯是上海就是了,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_284,抖音,上海,太难了。我认为从小在上海长大讲上海话的就是上海人不要弄了介复杂。,Birth/Upbringing,Language,Inclusive,merged,annotated
抖音_285,抖音,上海,58年前来上海的就是上海人,Family Heritage,,Inclusive,merged,annotated
抖音_286,抖音,上海,讲正宗上海本土话的是正宗上海人,,Language,Neutral,merged,annotated
抖音_287,抖音,上海,沪剧《阿必大》才是正宗上海人，[赞][赞],,Culture,Restrictive,merged,annotated
抖音_288,抖音,上海,上海县的人是真宗上海宁 松江是江苏苏南行政区松江府不是上海宁也是江苏宁 奉贤 金山 南汇等等58年前都是江苏宁,Intra-city Region,,Neutral,merged,annotated
抖音_289,抖音,上海,只少户口本上祖籍是上海的，这是唯一国家认证的，其他都口嗨没根据,Family Heritage; Legal/Admin,,Restrictive,merged,annotated
抖音_290,抖音,上海,有土地证的就是正宗上海人,Family Heritage; Property/Assets,,Neutral,merged,annotated
抖音_291,抖音,上海,是不是重要吗，我认为，爱上海这座城市，有归宿感，户口在上海的，就是上海人,Legal/Admin,Self-ID; Belonging,Inclusive,merged,annotated
抖音_292,抖音,上海,对的，你说的很对，实际上生活中310的，也就是上海本地的最长，最正宗的。,Legal/Admin,,Restrictive,merged,annotated
抖音_293,抖音,上海,以我80后为例 我觉得是自己父母那一辈也是310开头的就算吧 两代人同时经历了上海开发开放的前后 再往上推就没必要了 有些人非要说祖籍 上海人祖籍要么本地人 要么就江浙为主 一般提出这种搓克谬论的都是破防了的香辣蟹[抠鼻],Family Heritage; Legal/Admin,,Inclusive,merged,annotated
抖音_294,抖音,上海,讲上海话，遵纪守法有契约精神的才是上海人。身份证和户口并不代表是不是上海人。不会上海话的沪籍人口只是沪籍外地人。老一辈上海人插队落户，户口不是上海也仍然是上海人。,,Culture; Language,Restrictive,merged,annotated
抖音_295,抖音,上海,很简单，爱这座城市尊重这座城市尊重当地文化家在这座城市的人就是上海人[比心]至于吃两头的落户老乡管你是不是上海户口，你永远不属于上海，上海也不属于你。,,Culture; Belonging,Inclusive,merged,annotated
抖音_296,抖音,上海,是会说上海话就是上海人，我们结交朋友没人会去问对方身份证号码，再说了早二三十年前，有很多号码非310但是是上海身份证的知青子女，人家出生就回上海，一口流利上海话，这些难道不是上海人！,,Language,Inclusive,merged,annotated
抖音_297,抖音,上海,真正的上海人不喜欢扯祖籍哪里？也不会出了国到处冒充上海人，三代以上的310就是上海人，新上海人不是上海人，但他们的孩子是上海人，而且讲市区话的本地话就是上海人，其他就不是上海人，谢谢！请不要反驳以免贻笑大方。,Family Heritage; Legal/Admin,Language,Restrictive,merged,annotated
抖音_298,抖音,上海,上海本来就是移民城市，巴子了吧~上海分本地人~上海人~新上海人，本地人户籍籍贯居住地一致的，走亲戚扫墓走走路骑个电瓶车就行，上海人走亲戚扫个墓要去外地的，新上海人就更不要说了五湖四海。,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_299,抖音,上海,所谓的上海人，不单单是指从小在上海成长，还受上海习俗文化的熏陶长大，并且认可上海的一切社会文明规则，所以不是在上海定居就是上海人，而是定居后的第二代，有了310才算是真正的上海人，如果一个南方人定居到北方，不认可北方的饮食不认可北方的习俗不会讲北方方言还说自己是北方人就有点可笑了。,Birth/Upbringing; Legal/Admin; Residence,Culture; Language,Restrictive,merged,annotated
抖音_300,抖音,上海,说真的我从来不看这些，我认为的上海人 我只看他是不是文化认同。从小生活在这个地方 说上海话 吃上海人的饭菜 过着上海人一样的生活 和上海人一样的生活习惯 那他就是上海人，反之  如果一个人从小不在这里 生活习惯和我们都不一样 也不说上海话 那他就是祖宗18代是上海人都没用 你没办法当他是上海人相处的[绝望的凝视] 个人见解,Birth/Upbringing,Culture; Language,Neutral,merged,annotated
抖音_301,抖音,上海,谁跟你说上海是移民城市的，你们都跑去就被你们定义为“移民城市”了？你要定义是这个地方的人首先你要会说上海话其次你要融入当地文化，而不是用自己的想法歪曲事实,,Culture; Language,Restrictive,merged,annotated
抖音_302,抖音,上海,通常认为310开头才属于上海人，尽管其中很多籍贯是浙江，江苏的。移民落户的(身份证非310开头)，我们称之″新上海人″。,Legal/Admin,,Restrictive,merged,annotated
抖音_303,抖音,上海,去上海档案馆调族谱…我家就在上海档案馆查的到 从清开始修族谱到现在都有 查不到八成就是近代移民后代,Family Heritage,,Neutral,merged,annotated
抖音_304,抖音,上海,我个人对这事的标准是 祖孙三代310 家里人交流是用上海话的 三代里至少有一代住过石库门而不是私房[看],Family Heritage; Legal/Admin,Culture; Language,Neutral,merged,annotated
抖音_305,抖音,上海,不是310开头就是上海人，要看他的祖籍是那里的那就是那里的人，不是生在上海长在上海就是上海人，在郊区百十之九十五以上就是上海人，而在市区百分之九十以上不是上海人他户籍是改变不了的。,Family Heritage; Legal/Admin,,Restrictive,merged,annotated
抖音_306,抖音,上海,出生在上海，在上海长大生活的不就是上海人，这要算历史，是不是地球都不是地球人的了，需要回到生命出现前的那个时间来讨论？,Birth/Upbringing,,Inclusive,merged,annotated
抖音_307,抖音,上海,户口本上面写着的祖籍，是啥就是啥，,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_308,抖音,上海,看祖籍，祖籍永远不变的,Family Heritage; Legal/Admin,,Neutral,merged,annotated
抖音_309,抖音,上海,说真的，会说上海话的是上海人，要不然一群310，结果讨厌这个城市，讨厌上海话，也蛮搞笑的。[杀马特],,Belonging; Language,Neutral,merged,annotated
抖音_310,抖音,上海,说上海话的才是上海人,,Language,Neutral,merged,annotated
抖音_311,抖音,北京,看身份证号，开头110的是,Legal/Admin,,Neutral,merged,annotated
抖音_312,抖音,北京,北京是个包容的城市！只要你工作在北京，就是北京人，中国人！,Residence,,Inclusive,merged,annotated
抖音_313,抖音,北京,从小在北京出生的,Birth/Upbringing,,Neutral,merged,annotated
抖音_314,抖音,北京,如果不会当地方言或者说融入不了当地风土人情的话，即便有户口也不能算，即便你自己也不会认为自己是北京人，最多是北京市民。,,Culture; Community; Language,Restrictive,merged,annotated
抖音_315,抖音,北京,北京市区才是真北京人[灵机一动],Intra-city Region,,Restrictive,merged,annotated
抖音_316,抖音,北京,我山东的，户口20年了，问我哪里的，我说山东的，但是我闺女就不说是山东的，说我姥姥家山东的[捂脸],,Self-ID; Belonging,Neutral,merged,annotated
抖音_317,抖音,北京,110北京人,Legal/Admin,,Neutral,merged,annotated
抖音_318,抖音,北京,首先身份证110开头，否则来京多少年都不好使,Legal/Admin,,Neutral,merged,annotated
抖音_319,抖音,北京,外地人到北京工作生活也应该学点北京话入乡随俗,,Culture; Language,Neutral,merged,annotated
抖音_320,抖音,北京,不是110开头全是外地人,Legal/Admin,,Restrictive,merged,annotated
